Total saturated fatty acids,Total monounsaturated fatty acids,Total polyunsaturated fatty acids,Energy,Protein,Carbohydrate,Sugars,Dietary Fiber,Total Fat,food type
0,0,0,4,0.01,0.89,0.85,0,0,1
0.69,0.602,1.571,227,7.92,41.33,4.49,1.9,3.02,5
0.314,0.412,0.152,30,4.68,0.08,0,0,1.04,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
1.051,2.686,2.429,140,1.54,18.65,0.14,1.7,6.63,9
0.002,0.003,0.007,17,0.18,4.66,3.62,0.1,0.02,9
17.75,9.016,11.516,1138,15.18,184.28,124.19,4.8,41.56,3
1.528,0.744,0.122,159,8.58,25.17,24.65,0.2,2.75,3
5.003,2.249,0.689,250,6.28,36.49,20.5,0.2,8.81,8
0.674,2.513,1.204,54,1.74,1.87,0.4,0.7,4.76,8
0.057,0.016,0.056,17,1.41,3.32,0.85,1.3,0.19,9
0.533,0.522,1.106,22,0.11,0.18,0.12,0,2.29,9
0.473,1.803,1.26,302,4.25,66.54,26.06,3.9,3.69,2
3.95,1.423,0.206,178,11.92,17.47,17.4,0,6.76,2
2.56,4.34,7.293,338,4.04,47.7,28.32,1,14.46,3
3.596,1.471,0.213,50,0.06,0,0,0,5.68,3
2.56,4.34,7.293,338,4.04,47.7,28.32,1,14.46,3
2.27,0.994,0.167,37,0.03,0,0,0,3.92,3
0.016,0.008,0.032,8,0,2.42,0,0,0,1
0.002,0,0.001,1,0.02,0.41,0.15,0,0.01,1
0,0,0,0,0,0,0,0,0,1
0,0,0,90,0.12,23.16,6.51,0,0.03,1
2.771,4.317,6.726,335,5.58,45.81,28.56,2.2,14.76,3
0.359,0.587,0.961,51,0,8.2,7.63,0,1.96,3
8.033,3.792,0.484,255,4.49,33.31,29.96,1.4,12.99,8
4.933,0.409,0.089,98,0.42,12.81,11.64,0.8,5.83,8
3.587,4.825,1.916,472,32.84,55.57,4.11,3,12.04,6
0.013,0.005,0.041,16,0.37,3.83,1.9,1.1,0.1,6
0.005,0.002,0.021,4,0.35,0.75,0.2,0.3,0.04,6
0.041,0.02,0.052,27,2.74,5.35,3.72,1.6,0.16,6
0.026,0.022,0.059,26,1.46,5.87,1.86,2.1,0.15,6
0.527,0.444,1.159,183,8.86,31.03,3.18,4.3,2.56,3
0.134,0.193,0.512,8,0.01,0.01,0.01,0,0.86,3
1.595,7.349,1.362,120,1.5,6.4,0.5,5,11,3
0.692,0.242,0.054,32,2.05,3.32,2.97,0,1.19,1
4.333,1.712,0.295,69,0.53,1.72,1.71,0,6.79,1
2.56,3.251,1.393,87,3.22,1.3,0.62,0,7.68,12
0.001,0.001,0.004,5,0.06,1.35,1.02,0.1,0.01,12
0,0,0,2,0,0.51,0.25,0,0,12
0.957,1.242,0.489,37,2.71,0.14,0,0,2.81,12
0.485,0.609,0.564,40,0.59,5.99,2.96,1.8,1.79,12
7.219,7.597,1.373,314,11.42,24.29,4.03,0.8,18.56,5
0,0,0.001,3,0.03,0.78,0.6,0,0,5
2.462,4.618,8.187,257,2.69,24.59,1.47,0.6,16.54,14
0.068,0.039,0.257,8,0.83,0.51,0.08,0.4,0.49,14
0.017,0.01,0.064,2,0.21,0.13,0.02,0.1,0.12,14
0,0,0,0,0,0,0,0,0,1
0.002,0,0.001,1,0.02,0.36,0.13,0,0.01,1
0.175,0.375,0.249,100,1.2,21.92,11.55,0.6,0.82,2
1.354,0.488,0.071,61,4.09,5.99,5.97,0,2.32,2
0.133,0.112,0.292,46,2.23,7.82,0.8,1.1,0.64,3
2.397,0.981,0.142,33,0.04,0,0,0,3.79,3
3.765,24.29,8.732,594,7.48,60.48,3.76,5.5,37.25,11
0.008,0.003,0.022,4,0.17,0.94,0.58,0.3,0.05,11
1.285,3.283,2.969,172,1.89,22.79,0.17,2.1,8.1,9
0.002,0.002,0.006,14,0.15,3.84,2.98,0,0.01,9
11.814,6.8,8.406,496,16.7,40.94,3.08,3.1,29.59,5
2.961,1.212,0.175,66,0.07,6.79,6.77,0,4.68,5
0.613,0.36,0.909,501,5.38,121.15,48.12,3,2.28,2
10.023,3.707,0.582,323,17.68,25.17,25.92,0,17.24,2
0.362,0.322,0.765,120,4.2,21.55,3.13,0.8,1.68,5
0.314,0.412,0.152,30,4.68,0.08,0,0,1.04,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
3.505,1.412,0.232,77,4.29,1.05,0.57,0,6.22,5
4.985,5.827,6.756,398,18.71,36.33,7.33,2.4,19.37,5
0.638,2.94,0.545,48,0.6,2.56,0.2,2,4.4,5
1.914,2.485,0.978,75,5.43,0.27,0,0,5.61,5
0,0,0,619,6.62,51.12,0,0,0,1
0,0,0,291,0,0,0,0,0,1
0,0,0,206,2.21,17.04,0,0,0,1
0,0,0,97,0,0,0,0,0,1
0,0,0,4,0.79,0,0,0,0,1
0,0,0,16,0,4.15,4.16,0,0.01,1
0,0,0,159,0,39.75,39.31,0,0,1
0,0,0,0,0,0,0,0,0,1
0.028,0.007,0.051,52,0.26,13.81,10.39,2.4,0.17,4
0.012,0.018,0.019,36,0.72,9.05,7.2,1.8,0.09,4
0.011,0.018,0.108,22,0.4,5.25,3.37,1.1,0.17,4
1.989,1.942,1.539,133,1.8,17.78,0.42,1.9,6.1,11
0.117,0.329,0.335,22,0.97,2.82,0.04,1,0.82,11
0.062,0.115,0.204,61,1.59,12.71,0.35,0.5,0.46,3
0.579,0.455,0.741,25,0.33,1.71,0.98,0,1.86,3
1.82,4.234,1.202,247,5.94,38.71,3.53,2.1,7.59,3
2.126,5.443,3.402,100,0.02,0.1,0,0,11.3,3
0,0.243,0.147,23,0.43,4.37,0,0.4,0.43,3
4.293,2.003,0.201,93,5.29,2.81,2.36,0,6.84,3
0.394,0.344,0.898,130,4.53,23.62,2.56,1.1,1.72,5
0.019,0.01,0.028,9,0.39,1.97,1.08,0.9,0.06,5
7.192,2.943,0.426,100,0.12,0.01,0.01,0,11.36,5
11.842,5.98,0.796,437,6.7,57.45,43,2.1,20.11,8
0.674,2.513,1.204,54,1.74,1.87,0.4,0.7,4.76,8
1.083,0.428,0.074,17,0.13,0.43,0.43,0,1.7,8
0.002,0.002,0.003,8,0.01,2.1,1.94,0.2,0.01,8
0.378,0.41,0.552,277,11.09,55,8.85,1.7,1.39,3
3.032,1.336,0.222,53,0.92,0.83,0.56,0,5.17,3
0.39,0.343,0.904,153,5.98,26.62,3.21,2.2,2.54,5
1.748,2.924,0.992,292,56.78,0,0,0,7.23,5
0.509,0.758,1.828,38,0.1,2.22,1.5,0,3.24,5
0.35,0.371,0.503,281,10.33,57.83,14.81,2,1.27,3
1.011,0.445,0.074,18,0.31,0.28,0.19,0,1.72,3
5.799,30.644,4.42,371,0,0,0,0,42,4
0,0,0,9,0,0.42,0.18,0,0,4
0.008,0.002,0.032,6,0.54,1.13,0.31,0.5,0.06,4
16.272,6.305,1,346,19.75,2.07,0.28,0,28.82,4
0.018,0.019,0.052,11,0.55,2.43,1.64,0.8,0.13,4
0.051,0.014,0.05,15,1.27,2.99,0.77,1.2,0.17,4
0.004,0.001,0.002,2,0.04,0.71,0.26,0,0.03,1
0,0,0,0,0,0,0,0,0,1
0,0,0,2,0,0.09,0.04,0,0,1
0,0,0,10,0.01,2.75,2.74,0,0,1
0.464,2.052,0.948,291,5.16,58.86,14.35,3,3.96,2
1.675,0.619,0.094,127,9.97,15.3,14.62,0,2.8,2
6.522,4.485,3.259,406,33.61,27.71,2.5,1.9,16.88,5
0.002,0,0.006,1,0.09,0.23,0.11,0.1,0.01,5
1.024,1.353,3.792,63,0.19,0.87,0.69,0,6.55,5
0.139,0.081,0.206,113,1.22,27.43,10.9,0.7,0.52,2
0.693,0.256,0.039,52,4.12,6.33,6.05,0,1.16,2
4.187,6.755,4.915,210,12.88,0.74,0.38,0,16.93,5
0.46,0.402,1.047,151,5.28,27.55,2.99,1.3,2.01,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
0.395,0.6,0.94,38,0.1,5.26,4.96,0.2,2.03,1
0.994,0.695,0.659,222,7.12,41.29,2.56,1.4,2.81,3
4.794,1.962,0.284,67,0.08,0.01,0.01,0,7.57,3
0.004,0.027,0.002,2,0.22,0,0,0,0.04,1
2.11,0.996,0.166,39,0.94,1.29,1.24,0,3.45,1
0.23,0.201,0.524,76,2.64,13.78,1.5,0.6,1.01,3
2.397,0.981,0.142,33,0.04,0,0,0,3.79,3
0.003,0.008,0.028,6,0.12,1.38,0.88,0.4,0.05,10
2.114,0.157,0.05,42,0.56,4.43,4.43,0,2.46,10
0,0,0,0,0,0,0,0,0,1
0,0,0,48,0,12.45,12.48,0,0.04,1
0.28,0.716,0.648,37,0.41,4.97,0.04,0.5,1.77,9
0.001,0.001,0.002,5,0.05,1.37,1.06,0,0.01,9
0.265,0.223,0.584,92,4.46,15.63,1.6,2.2,1.29,3
1.158,1.854,2.537,51,0.02,0.08,0,0,5.73,3
0.007,0.004,0.018,4,0,0.72,0,0,0,1
0,0,0,16,0,4.15,4.16,0,0.01,1
0.667,0.786,1.576,61,0.8,7.36,0.98,0.3,3.17,3
5.42,2.529,0.254,118,6.67,3.55,2.98,0,8.63,3
0.951,2.001,1.676,218,2.89,42.46,27.55,2,4.9,3
2.292,1.002,0.153,70,1.18,7.97,7.16,0.2,3.71,3
0.012,0.09,0.006,6,0.72,0,0,0,0.12,1
0.291,1.133,0.004,20,0.15,1.71,1.71,0,1.5,1
0.011,0.005,0.021,5,0,1.58,0,0,0,1
0,0,0,96,0,24.9,24.95,0,0.08,1
0.23,0.201,0.524,76,2.64,13.78,1.5,0.6,1.01,3
9.589,3.924,0.568,134,0.16,0.01,0.01,0,15.14,3
0.006,0.047,0.003,3,0.38,0,0,0,0.06,1
0,0,0,16,0,4.15,4.16,0,0.01,1
6.481,8.425,2.075,310,34.94,0,0,0,17.84,14
0.006,0.003,0.021,1,0.07,0.04,0.01,0,0.04,14
1.049,2.184,4.19,192,3.68,26.81,0.28,1.8,7.81,14
1.139,5.244,0.976,87,1.12,4.85,0.52,3.7,7.86,14
0.396,0.6,1.416,58,0.85,8.11,1.44,0.4,2.45,3
2.448,0.949,0.15,52,2.97,0.31,0.04,0,4.34,3
0.195,0.171,0.452,77,2.99,13.31,1.6,1.1,1.27,5
1.442,1.621,0.217,71,6.13,2.52,0.64,0.2,3.85,5
0.001,0.001,0.003,9,0.09,2.33,1.81,0,0.01,5
0.006,0.065,0.023,2,0.11,0.13,0.04,0.1,0.09,5
0.39,0.343,0.904,153,5.98,26.62,3.21,2.2,2.54,5
4.138,5.751,2.57,157,5.79,3.53,1.1,0,13.31,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
6.275,40.483,14.553,990,12.47,100.8,6.27,9.2,62.08,11
0.05,0.02,0.132,26,1.04,5.74,3.53,1.6,0.3,11
13.148,5.749,0.875,401,6.78,45.7,41.09,1.4,21.3,8
0.019,0.054,0.195,40,0.84,9.68,6.16,2.5,0.38,8
0.5,1.653,1.526,61,0.81,6.99,0.68,0.5,3.88,14
0.238,0.387,0.881,54,2.45,7.15,0.45,2.2,1.67,14
0.005,0.026,0.002,2,0.22,0,0,0,0.04,1
0.291,1.133,0.004,20,0.15,1.71,1.71,0,1.5,1
0,0,0,54,0,13.44,12,0,0,1
8.209,3.655,0.705,269,4.61,32.27,25.76,1,13.55,8
1.943,0.755,0.144,56,0.8,6.24,5.41,0.4,3.11,8
0.004,0.012,0.07,10,0.23,2.24,0.83,1.2,0.12,8
1.001,1.18,2.365,92,1.2,11.03,1.47,0.4,4.76,3
1.448,2.318,3.172,64,0.02,0.1,0,0,7.17,3
0.007,0.003,0.017,3,0.1,0.55,0.19,0.3,0.05,3
5.741,11.383,10.827,882,20.04,132.66,21.37,4.7,29.84,3
0.004,0.001,0.009,1,0.05,0.27,0.1,0.2,0.02,3
0.579,0.927,1.269,26,0.01,0.04,0,0,2.87,3
7.267,7.704,4.92,364,17.17,24.81,2.62,1.8,21.48,11
0.034,0.02,0.128,4,0.41,0.26,0.04,0.2,0.24,11
0.012,0.09,0.006,6,0.72,0,0,0,0.12,1
0,0,0,16,0,4.15,4.16,0,0.01,1
1.055,0.498,0.083,20,0.47,0.65,0.62,0,1.73,1
0.009,0.065,0.004,4,0.52,0,0,0,0.09,1
0,0,0,16,0,4.15,4.16,0,0.01,1
1.055,0.498,0.083,20,0.47,0.65,0.62,0,1.73,1
0.036,0.002,0.057,24,0.58,5.73,5.53,0.6,0.13,10
0.007,0.01,0.03,37,0.4,9.81,7.36,1,0.09,10
0.027,0.002,0.041,25,0.38,6.38,5.7,0.6,0.1,10
0.011,0.026,0.035,21,0.43,5.3,4.36,0.3,0.11,10
0.178,0.2,0.362,37,0.85,6.61,0.2,0.3,0.79,3
1.616,4.064,1.968,96,3.6,3.57,1.68,0.8,8.18,3
0.005,0,0.005,7,0.25,1.51,0,0,0.01,1
1.135,0.42,0.066,37,2,2.85,2.93,0,1.95,1
0,0,0,3,0,0.91,0.8,0,0,1
13.75,6.012,0.915,419,7.09,47.79,42.97,1.4,22.28,8
0.003,0.008,0.03,152,0.12,39.78,16.43,0.4,0.06,8
1.436,1.864,0.733,56,4.07,0.2,0,0,4.21,5
5.311,1.119,0.99,167,3.19,19.27,1.75,1.1,8.51,5
2.716,1.188,0.208,64,3.38,1.86,1.31,0,4.84,5
0.5,0.528,0.445,118,24.49,0,0,0,1.75,12
0.003,0.002,0.011,0,0.03,0.02,0,0,0.02,12
0.003,0.002,0.006,2,0,0.45,0,0,0,1
0.851,0.315,0.049,27,1.5,2.14,2.2,0,1.46,1
0.021,0.005,0.03,47,0.15,11.59,10.16,0.2,0.11,1
0,0,0,0,0,0,0,0,0,1
9.167,4.008,0.61,279,4.73,31.86,28.65,0.9,14.85,8
0.035,0.054,0.095,12,0.24,2.29,0.17,0.1,0.2,8
2.819,0.234,0.051,56,0.24,7.32,6.65,0.4,3.33,8
0.069,0.041,0.103,57,0.61,13.72,5.45,0.3,0.26,2
0.346,0.128,0.02,26,2.06,3.17,3.03,0,0.58,2
0,0.485,0.295,46,0.86,8.74,0,0.9,0.86,3
4.08,1.581,0.251,87,4.95,0.52,0.07,0,7.23,3
0.02,0.056,0.203,42,0.88,10.08,6.42,2.6,0.39,10
8.666,3.424,0.591,137,1.07,3.44,3.42,0,13.58,10
26.145,12.6,2.13,907,13.78,114.42,95,3.9,44.09,8
2.388,2.314,0.167,210,2.76,37.74,20.89,1.7,5.34,8
0.003,0.008,0.03,152,0.12,39.78,16.43,0.4,0.06,8
0.082,0.072,0.187,27,0.94,4.92,0.53,0.2,0.36,3
0.721,2.539,1.76,77,2.43,5.89,0.88,1.8,5.31,3
4.187,3.649,1.849,228,11.02,20.99,3.05,2.2,11.13,11
0.007,0.006,0.024,9,0.45,2.1,1.19,0.6,0.06,11
4.81,2.224,0.244,101,6.65,0.49,0.35,0,8.05,11
0.46,0.402,1.047,151,5.28,27.55,2.99,1.3,2.01,5
3.996,5.151,1.713,132,7.38,0.25,0.09,0,11.08,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.013,0.13,0.045,3,0.21,0.27,0.07,0.2,0.17,5
6.524,2.413,0.379,210,11.51,16.38,16.87,0,11.22,1
0.108,0.062,0.182,331,6.96,78,8.81,3.1,0.37,1
0.141,0.04,0.092,112,1.37,28.78,15.41,3.3,0.42,1
0.211,0.134,0.681,350,11.58,70.87,1.65,2.8,1.53,3
3.586,1.553,0.161,74,5.37,0.45,0.12,0,5.59,3
3.998,1.478,0.233,218,7.05,32.24,30.16,0,6.88,1
0,0,0,0,0,0,0,0,0,1
5.455,7.208,20.205,337,1.03,4.62,3.67,0,34.89,4
0.007,0.002,0.031,6,0.45,1.15,0.54,0.5,0.06,4
0.019,0.021,0.056,12,0.59,2.63,1.78,0.8,0.14,4
0.022,0.003,0.023,8,0.32,1.74,0.9,0.6,0.06,4
0.113,0.099,0.257,37,1.3,6.76,0.73,0.3,0.49,3
0.539,1.355,0.656,32,1.2,1.19,0.56,0.3,2.73,3
0.035,0.055,0.027,126,0.27,32.54,30.88,0.7,0.15,1
0,0,0,0,0,0,0,0,0,1
0.927,1.092,2.189,85,1.11,10.22,1.36,0.4,4.41,14
0.183,0.073,0.013,7,0.06,1,0.89,0,0.3,14
0.188,0.275,0.297,75,1.81,15.89,4.43,1.4,0.96,2
0.903,0.325,0.047,41,2.72,3.99,3.98,0,1.55,2
0.163,0.111,0.263,84,3.31,15.96,1.42,0.7,0.75,3
7.192,2.943,0.426,100,0.12,0.01,0.01,0,11.36,3
1.048,5.191,2.178,98,3.35,3.01,1,1.6,8.88,3
8.209,3.655,0.705,269,4.61,32.27,25.76,1,13.55,8
8.148,3.563,0.542,248,4.2,28.32,25.46,0.8,13.2,8
3.887,1.509,0.289,112,1.61,12.47,10.82,0.7,6.23,8
3.05,4.164,2.952,220,7.54,23.73,6.64,0.9,10.58,5
1.024,1.353,3.792,63,0.19,0.87,0.69,0,6.55,5
16.31,10.147,2.722,601,30.74,46.85,4.66,5.6,32.14,11
1.023,1.352,3.789,63,0.19,0.87,0.69,0,6.54,11
0.147,0.306,0.284,104,2.46,22.11,9.13,2,1.39,2
1.42,0.52,0.079,62,4.07,5.94,5.97,0,2.43,2
0.46,0.402,1.047,151,5.28,27.55,2.99,1.3,2.01,5
0.761,0.962,0.86,89,12.44,1.85,0.76,0,3.17,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
2.716,1.188,0.208,64,3.38,1.86,1.31,0,4.84,5
0.316,0.403,0.925,53,1.07,8.42,1,1,1.83,3
4.309,10.837,5.248,255,9.6,9.52,4.48,2,21.8,3
0.336,1.486,0.686,211,3.74,42.63,10.39,2.2,2.87,2
2.37,0.854,0.124,107,7.15,10.48,10.44,0,4.06,2
14.786,18.883,12.096,875,30.69,76.7,14.78,2.4,48.8,5
0.002,0.003,0.007,17,0.18,4.66,3.62,0.1,0.02,5
0.038,0.389,0.135,9,0.64,0.8,0.21,0.6,0.51,5
6.62,8.656,3.836,244,13.9,1.07,0.82,0,20.44,12
0.008,0.014,0.017,29,0.14,6.93,5.65,0.2,0.11,12
0.872,2.045,2.758,117,1.66,13.68,0.58,1.1,6.17,14
2.477,4.052,3.471,128,2.59,6.13,0.23,0.2,10.41,14
0.794,0.778,1.879,734,16.79,175.6,72.7,26.4,3.83,2
11.914,4.407,0.692,384,21.01,29.91,30.81,0,20.5,2
3.431,4.35,1.86,121,6.83,0.81,0.55,0,9.83,5
0.17,0.317,0.481,82,2.77,14.76,0.5,0.6,1.2,5
0.111,0.244,0.328,29,0.92,5.23,3.58,1.2,0.96,5
0.546,1.225,1.663,75,1.22,9.68,5.09,0.3,3.61,3
1.071,1.75,2.862,150,0,24.44,22.72,0,5.84,3
0.028,0.007,0.051,52,0.26,13.81,10.39,2.4,0.17,10
0.003,0.002,0.001,47,0.04,12.28,11.62,0.5,0.05,10
3.697,6.269,10.534,488,5.84,68.9,40.91,1.4,20.89,3
7.023,9.35,6.936,518,7.33,71.66,42.82,2.3,24.47,3
8.169,0.606,0.196,119,0.47,8.64,8.64,0,9.49,3
0.747,0.651,1.604,227,11.45,37.15,5.48,6.3,3.63,3
0.002,0,0.002,106,0.06,27.98,20.49,0.4,0.01,3
0.82,1.555,0.598,186,6.23,32.63,2.08,1.3,3.39,3
0.41,0.391,0.353,59,3.24,8.81,0.35,2.4,1.31,3
1.53,0.068,0.051,171,1.96,36.59,14.57,0.3,1.71,2
2.012,0.736,0.112,87,5.77,8.42,8.46,0,3.45,2
0.659,0.84,1.927,110,2.24,17.54,2.08,2.2,3.82,3
1.943,6.843,4.676,208,6.55,15.89,2.33,4.8,14.22,3
1.533,3.548,1.365,187,3.01,26.87,14.56,1.4,7.52,3
4.084,0.303,0.098,60,0.23,4.32,4.32,0,4.75,3
3.148,6.552,12.57,577,11.05,80.43,0.85,5.3,23.44,14
6.134,22.515,6.73,367,5.51,3.7,0.45,0.6,37.87,14
0,0,0,16,0,4.03,4.03,0,0,1
0,0,0,0,0,0,0,0,0,1
5.423,2.373,0.406,334,8.86,54.58,40.98,0.6,8.95,8
0.18,0.008,0.006,20,0.23,4.31,1.71,0,0.2,8
1.349,3.267,2.065,135,1.5,16.92,9.14,0.3,6.95,8
14.841,18.846,8.075,506,18.68,7.55,3.59,0,44.52,12
6.889,2.999,0.506,215,16.36,13.07,8.61,0,10.83,12
0.075,0.03,0.198,39,1.56,8.61,5.3,2.4,0.46,12
0.034,0.01,0.014,32,0.88,7.47,3.39,1.4,0.08,12
0.048,0.019,0.048,37,0.46,8.67,3.03,0.8,0.13,2
0.308,0.114,0.017,23,1.83,2.81,2.69,0,0.52,2
0.867,1.658,3.16,71,0.12,3.56,3.17,0,6.21,4
0.022,0.007,0.09,17,1.31,3.39,1.59,1.4,0.17,4
0.004,0.001,0.002,4,0.11,0.93,0.42,0.2,0.01,4
0.006,0.001,0.015,2,0.09,0.57,0.39,0.2,0.03,4
0.002,0,0.007,1,0.14,0.14,0.09,0,0.02,4
0.01,0,0.01,0,0.51,0,0,0,0,1
0.75,0.384,0.016,21,0.1,2.32,0.3,0,1.29,1
0.007,0.004,0.014,4,0,1.08,0,0,0,1
0.169,0.061,0.009,8,0.51,0.75,0.75,0,0.29,1
0,0,0,16,0,4.15,4.16,0,0.01,1
0.007,0,0.007,11,0.37,2.27,0,0,0.01,1
0,0,0,8,0,2.08,2.08,0,0.01,1
0.375,0.192,0.008,10,0.05,1.16,0.15,0,0.65,1
0.058,0.11,0.21,5,0.01,0.24,0.21,0,0.41,4
0.002,0.001,0.009,2,0.13,0.34,0.16,0.1,0.02,4
0.088,0.201,0.202,10,0.69,0.5,0.04,0,0.53,4
0.001,0.001,0.002,1,0.03,0.14,0.07,0.1,0.01,4
7.17,7.136,4.621,378,13.76,33.55,4.14,3.8,21.41,11
0.043,0.025,0.162,5,0.52,0.32,0.05,0.2,0.31,11
0.005,0,0.005,8,0.26,1.61,0,0,0.01,1
0.112,0.338,0.006,13,0.06,2.16,2.16,0,0.46,1
0.007,0.003,0.013,3,0,0.99,0,0,0,1
0,0,0,16,0,4.15,4.16,0,0.01,1
20.166,20.291,13.993,1040,40.76,91.31,4.14,17.9,58.42,11
0.003,0.003,0.012,5,0.22,1.05,0.59,0.3,0.03,11
0.927,1.092,2.189,85,1.11,10.22,1.36,0.4,4.41,3
8.64,3.348,0.531,184,10.49,1.1,0.15,0,15.3,3
5.312,6.231,1.337,151,5.78,0.35,0,0,13.88,3
2.604,3.161,3.243,174,17.19,0.96,0,0,10.71,5
2.637,1.388,0.641,241,7.53,40.19,11.54,2.3,5.53,5
2.048,2.948,7.821,119,0.17,0.1,0.1,0,13.1,5
3.394,1.484,0.26,81,4.22,2.32,1.64,0,6.05,5
0.002,0,0.002,0,0.09,0,0,0,0,1
0,0,0,48,0,12.45,12.48,0,0.04,1
2.269,0.839,0.132,73,4,5.7,5.87,0,3.9,1
0.523,0.686,0.254,49,7.79,0.13,0,0,1.74,5
0.297,0.264,0.629,99,3.45,17.71,2.57,0.6,1.38,5
1.092,1.572,4.171,63,0.09,0.05,0.05,0,6.99,5
0.008,0.086,0.03,2,0.14,0.18,0.05,0.1,0.11,5
5.977,2.588,0.269,123,8.95,0.75,0.2,0,9.32,5
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
0,0,0,32,0,8.3,8.32,0,0.03,1
0.191,0.09,0.011,15,1.17,1.76,1.76,0,0.31,1
0.05,0.019,0.161,65,1.47,15.09,7.47,4.4,0.38,9
7.603,12.2,25.307,445,1.26,4.38,3.2,0.4,46.95,9
0.004,0.029,0.002,2,0.23,0,0,0,0.04,1
0.097,0.378,0.001,7,0.05,0.57,0.57,0,0.5,1
0.374,0.326,0.802,114,5.73,18.57,2.74,3.2,1.81,3
3.596,1.471,0.213,50,0.06,0,0,0,5.68,3
0.005,0.003,0.014,3,0,0.54,0,0,0,1
0,0,0,8,0,2.08,2.08,0,0.01,1
1.135,0.42,0.066,37,2,2.85,2.93,0,1.95,1
0.226,0.197,0.514,74,2.59,13.52,1.47,0.6,0.99,3
1.602,0.743,0.095,23,0.15,0,0,0,2.57,3
0,0,0,9,0.01,2.33,1.71,0,0,3
5.706,12.376,10.418,491,25.47,23.89,0.13,1.4,32.58,12
0.013,0.023,0.028,48,0.23,11.42,9.31,0.3,0.18,12
0.074,0.01,0.064,30,1.3,7.26,3.34,1,0.22,9
0.002,0.002,0.005,6,0.09,1.85,0.37,0.1,0.02,9
0,0,0,3,0.03,0.66,0.02,0,0,1
0,0,0,2,0,0.59,0.53,0,0,1
0.029,0.008,0.051,60,0.13,14.71,12.53,0.3,0.17,1
0,0,0,0,0,0,0,0,0,1
0.08,0.022,0.078,24,1.97,4.65,1.19,1.8,0.26,9
1.598,1.565,3.317,65,0.34,0.52,0.37,0,6.88,9
0.041,0.011,0.073,86,0.19,21.02,17.89,0.4,0.24,1
0,0,0,0,0,0,0,0,0,1
6.144,8.65,7.444,558,14.87,70.62,14.14,4.3,23.83,3
0.014,0.026,0.04,212,0,55.68,33.6,0,0.08,3
6.78,7.62,1.146,197,7.98,2.02,0.6,0,17.22,5
1.316,0.788,1.031,138,3.69,22.22,1.67,1.6,3.6,5
6.451,8.249,11.752,590,25.55,57.7,6.44,3.5,28.27,5
0.002,0.001,0.009,2,0.14,0.35,0.17,0.2,0.02,5
2.458,3.537,9.385,143,0.2,0.12,0.12,0,15.72,5
5.229,2.52,0.426,181,2.76,22.88,19,0.8,8.82,8
0,0,0,54,0,13.44,12,0,0,8
0,0,0,43,0.24,11.4,11.4,0,0,8
1.107,2.23,4.24,186,2.8,26.69,0.31,2.1,8.14,14
0.025,0.021,0.091,34,1.68,7.87,4.45,2.1,0.22,14
0.005,0.002,0.012,2,0,0.48,0,0,0,1
0,0,0,17,0.01,4.5,4.45,0,0,1
8.262,1.741,1.539,259,4.96,29.97,2.72,1.8,13.24,3
7.192,2.943,0.426,100,0.12,0.01,0.01,0,11.36,3
27.459,24.684,3.01,988,66.95,31.58,5.31,1.1,64.09,5
8.34,9.833,0.617,327,30.54,0,0,0,21.82,5
3.277,4.716,12.513,190,0.27,0.16,0.16,0,20.96,5
0.005,0.005,0.014,34,0.35,9.32,7.23,0.1,0.03,5
0.025,0.259,0.09,6,0.43,0.53,0.14,0.4,0.34,5
2.871,3.727,1.467,112,8.14,0.41,0,0,8.42,5
0.005,0,0.005,0,0.26,0,0,0,0,1
0.074,0.225,0.004,8,0.04,1.44,1.44,0,0.31,1
0,0,0,3,0.01,0.74,0.7,0,0,1
0.034,0.013,0.107,43,0.98,10.06,4.98,2.9,0.25,9
2.777,12.794,2.372,210,2.64,11.4,0.97,8.8,19.15,9
6.839,6.881,4.746,353,13.82,30.97,1.4,6.1,19.81,11
0.003,0.003,0.012,5,0.22,1.05,0.59,0.3,0.03,11
0.903,5.037,2.2,141,1.7,14.3,0.09,0.8,9.03,14
0.006,0.003,0.021,1,0.07,0.04,0.01,0,0.04,14
0.002,0,0.001,1,0.02,0.36,0.13,0,0.01,14
5.155,5.183,3.589,272,10.85,24.58,1.11,5,14.95,11
0.987,0.591,0.773,103,2.77,16.67,1.25,1.2,2.7,11
0.038,0.022,0.144,4,0.46,0.29,0.05,0.2,0.27,11
0.543,1.272,1.716,73,1.03,8.51,0.36,0.7,3.84,14
0.271,0.156,1.027,31,3.3,2.05,0.33,1.5,1.95,14
1.569,2.794,0.655,225,12.06,32.12,1.81,5.8,5.76,6
1.494,0.624,0.074,55,1.69,6.69,3.55,0.9,2.44,6
0.796,1.035,0.255,38,4.29,0,0,0,2.19,14
0,0,0,2,0,0.09,0.04,0,0,14
